time,Open,High,Low,Close,Volume
2026-04-07 20:15:00+00:00,2118.57,2120.93,2111.88,2115.64,31182.154
2026-04-07 20:20:00+00:00,2115.64,2116.03,2112.99,2114.1,6861.286
2026-04-07 20:25:00+00:00,2114.1,2115.35,2111.68,2114.86,10403.374
2026-04-07 20:30:00+00:00,2114.86,2117.61,2114.55,2115.82,6538.58
2026-04-07 20:35:00+00:00,2115.81,2116.74,2112.04,2114.15,8580.15
2026-04-07 20:40:00+00:00,2114.16,2119.09,2114.0,2114.6,12323.287
2026-04-07 20:45:00+00:00,2114.6,2115.0,2113.09,2113.93,5624.848
2026-04-07 20:50:00+00:00,2113.93,2114.11,2109.43,2110.09,13376.035
2026-04-07 20:55:00+00:00,2110.1,2114.57,2110.1,2114.57,9968.439
2026-04-07 21:00:00+00:00,2114.56,2118.84,2114.47,2116.86,10645.774
2026-04-07 21:05:00+00:00,2116.87,2142.8,2116.0,2137.36,98485.743
2026-04-07 21:10:00+00:00,2137.36,2152.86,2136.89,2141.09,125018.413
2026-04-07 21:15:00+00:00,2141.08,2143.92,2133.32,2136.15,34716.063
2026-04-07 21:20:00+00:00,2136.15,2138.58,2133.36,2133.87,14079.254
2026-04-07 21:25:00+00:00,2133.86,2133.87,2127.11,2130.01,25883.45
2026-04-07 21:30:00+00:00,2130.01,2134.86,2130.0,2133.56,11122.695
2026-04-07 21:35:00+00:00,2133.57,2142.5,2133.56,2141.88,24358.045
2026-04-07 21:40:00+00:00,2141.89,2142.9,2137.84,2142.73,11902.08
2026-04-07 21:45:00+00:00,2142.73,2150.0,2140.33,2141.22,34217.74
2026-04-07 21:50:00+00:00,2141.21,2148.82,2140.53,2143.68,36590.348
2026-04-07 21:55:00+00:00,2143.68,2145.0,2139.31,2144.25,16326.019
2026-04-07 22:00:00+00:00,2144.26,2154.76,2144.26,2151.07,37491.736
2026-04-07 22:05:00+00:00,2151.08,2165.24,2150.61,2153.03,77595.18
2026-04-07 22:10:00+00:00,2153.04,2158.37,2152.1,2158.35,22002.032
2026-04-07 22:15:00+00:00,2158.36,2159.76,2154.33,2155.12,19623.178
2026-04-07 22:20:00+00:00,2155.13,2160.71,2152.43,2156.85,17709.183
2026-04-07 22:25:00+00:00,2156.85,2160.37,2155.14,2158.59,16329.326
2026-04-07 22:30:00+00:00,2158.58,2180.78,2158.58,2176.35,219093.811
2026-04-07 22:35:00+00:00,2176.35,2191.81,2175.55,2181.64,146388.196
2026-04-07 22:40:00+00:00,2181.64,2186.04,2168.87,2177.01,82444.757
2026-04-07 22:45:00+00:00,2177.01,2185.42,2174.64,2185.16,35820.411
2026-04-07 22:50:00+00:00,2185.16,2197.22,2183.52,2193.59,92814.849
2026-04-07 22:55:00+00:00,2193.59,2219.69,2190.4,2219.2,208541.516
2026-04-07 23:00:00+00:00,2219.2,2235.0,2219.2,2221.14,175442.512
2026-04-07 23:05:00+00:00,2221.13,2233.77,2214.23,2230.43,69243.982
2026-04-07 23:10:00+00:00,2230.43,2242.0,2226.27,2229.93,83151.087
2026-04-07 23:15:00+00:00,2229.93,2231.72,2220.04,2229.88,59925.183
2026-04-07 23:20:00+00:00,2229.88,2257.93,2229.87,2250.91,153733.071
2026-04-07 23:25:00+00:00,2250.9,2270.0,2247.71,2269.8,121873.719
2026-04-07 23:30:00+00:00,2269.55,2273.0,2251.24,2252.75,111721.668
2026-04-07 23:35:00+00:00,2252.76,2254.26,2242.38,2243.52,46606.118
2026-04-07 23:40:00+00:00,2243.52,2248.98,2240.22,2247.51,47691.447
2026-04-07 23:45:00+00:00,2247.51,2259.84,2246.86,2253.14,42784.832
2026-04-07 23:50:00+00:00,2253.13,2255.55,2243.72,2244.57,38729.183
2026-04-07 23:55:00+00:00,2244.57,2244.85,2236.99,2239.14,48146.84
2026-04-08 00:00:00+00:00,2239.14,2250.71,2237.94,2240.66,54879.491
2026-04-08 00:05:00+00:00,2240.66,2246.37,2238.18,2239.65,29587.383
2026-04-08 00:10:00+00:00,2239.64,2245.74,2236.63,2242.58,34828.834
2026-04-08 00:15:00+00:00,2242.58,2248.36,2239.16,2242.55,17306.465
2026-04-08 00:20:00+00:00,2242.48,2244.68,2237.35,2240.13,17820.337
2026-04-08 00:25:00+00:00,2240.14,2243.64,2238.65,2239.32,21104.018
2026-04-08 00:30:00+00:00,2239.32,2240.33,2231.79,2233.83,47828.708
2026-04-08 00:35:00+00:00,2233.82,2240.24,2231.79,2239.21,26554.201
2026-04-08 00:40:00+00:00,2239.22,2242.55,2234.54,2235.57,17755.722
2026-04-08 00:45:00+00:00,2235.57,2236.94,2226.28,2228.31,51976.378
2026-04-08 00:50:00+00:00,2228.3,2234.31,2228.15,2230.08,19894.219
2026-04-08 00:55:00+00:00,2230.09,2235.37,2229.19,2235.33,16326.511
2026-04-08 01:00:00+00:00,2235.32,2237.72,2231.59,2231.59,19550.42
2026-04-08 01:05:00+00:00,2231.59,2242.59,2230.93,2241.32,26622.635
2026-04-08 01:10:00+00:00,2241.32,2241.78,2238.05,2240.42,10597.128
2026-04-08 01:15:00+00:00,2240.42,2240.43,2232.34,2234.06,12686.58
2026-04-08 01:20:00+00:00,2234.05,2235.25,2229.56,2232.77,13510.417
2026-04-08 01:25:00+00:00,2232.78,2234.0,2231.0,2231.79,9293.524
2026-04-08 01:30:00+00:00,2231.79,2233.87,2230.87,2233.6,10542.174
2026-04-08 01:35:00+00:00,2233.6,2238.8,2232.87,2236.51,11783.682
2026-04-08 01:40:00+00:00,2236.51,2238.58,2235.41,2235.88,7659.089
2026-04-08 01:45:00+00:00,2235.88,2239.0,2235.29,2236.1,5325.163
2026-04-08 01:50:00+00:00,2236.1,2238.65,2234.04,2235.13,7287.933
2026-04-08 01:55:00+00:00,2235.13,2236.25,2232.31,2233.38,6875.643
2026-04-08 02:00:00+00:00,2233.38,2237.76,2231.76,2235.54,10625.841
2026-04-08 02:05:00+00:00,2235.54,2244.89,2235.11,2244.0,25370.315
2026-04-08 02:10:00+00:00,2244.0,2246.81,2242.36,2244.55,18136.406
2026-04-08 02:15:00+00:00,2244.55,2244.76,2234.45,2235.43,20143.446
2026-04-08 02:20:00+00:00,2235.42,2236.0,2229.37,2234.33,22882.737
2026-04-08 02:25:00+00:00,2234.34,2236.45,2232.55,2235.23,8710.179
2026-04-08 02:30:00+00:00,2235.23,2236.32,2229.87,2233.99,20170.823
2026-04-08 02:35:00+00:00,2234.0,2234.44,2229.97,2232.43,12295.492
2026-04-08 02:40:00+00:00,2232.43,2233.44,2231.1,2232.18,5521.044
2026-04-08 02:45:00+00:00,2232.18,2235.57,2230.22,2235.56,17805.57
2026-04-08 02:50:00+00:00,2235.57,2236.24,2233.55,2235.16,7926.361
2026-04-08 02:55:00+00:00,2235.17,2236.71,2233.21,2236.33,7770.508
2026-04-08 03:00:00+00:00,2236.34,2237.17,2235.84,2236.4,5626.882
2026-04-08 03:05:00+00:00,2236.41,2236.41,2232.76,2234.52,5330.906
2026-04-08 03:10:00+00:00,2234.52,2234.65,2232.34,2232.56,4458.851
2026-04-08 03:15:00+00:00,2232.56,2233.97,2231.28,2231.54,5776.132
2026-04-08 03:20:00+00:00,2231.55,2233.55,2231.54,2232.0,5270.866
2026-04-08 03:25:00+00:00,2232.0,2238.93,2231.17,2238.13,13939.004
2026-04-08 03:30:00+00:00,2238.13,2238.13,2234.4,2236.65,8034.055
2026-04-08 03:35:00+00:00,2236.65,2237.17,2234.37,2234.93,3078.265
2026-04-08 03:40:00+00:00,2234.94,2237.85,2234.38,2236.29,3616.532
2026-04-08 03:45:00+00:00,2236.3,2236.48,2233.5,2233.5,4491.43
2026-04-08 03:50:00+00:00,2233.5,2234.62,2232.67,2234.27,5480.262
2026-04-08 03:55:00+00:00,2234.28,2234.83,2233.46,2233.89,3677.574
2026-04-08 04:00:00+00:00,2233.89,2239.46,2233.88,2237.26,16582.248
2026-04-08 04:05:00+00:00,2237.26,2250.0,2236.88,2244.35,42628.008
2026-04-08 04:10:00+00:00,2244.35,2245.43,2241.17,2242.83,10217.11
2026-04-08 04:15:00+00:00,2242.83,2245.0,2242.04,2242.23,6919.351
2026-04-08 04:20:00+00:00,2242.22,2245.0,2240.99,2241.92,14027.046
2026-04-08 04:25:00+00:00,2241.92,2246.62,2241.4,2243.97,8621.511
2026-04-08 04:30:00+00:00,2243.97,2244.7,2242.16,2242.86,6973.656
2026-04-08 04:35:00+00:00,2242.87,2251.98,2242.87,2249.09,20505.249
2026-04-08 04:40:00+00:00,2249.09,2251.23,2246.69,2248.0,16300.853
2026-04-08 04:45:00+00:00,2247.99,2249.52,2246.93,2247.25,10693.82
2026-04-08 04:50:00+00:00,2247.25,2247.25,2244.41,2244.48,9865.55
2026-04-08 04:55:00+00:00,2244.48,2245.74,2238.77,2239.71,18276.97
2026-04-08 05:00:00+00:00,2239.71,2242.53,2239.0,2242.05,18993.689
2026-04-08 05:05:00+00:00,2242.05,2243.72,2241.02,2242.76,7365.248
2026-04-08 05:10:00+00:00,2242.76,2243.47,2238.89,2240.66,12762.973
2026-04-08 05:15:00+00:00,2240.66,2241.86,2239.85,2240.7,7064.015
2026-04-08 05:20:00+00:00,2240.7,2244.28,2240.69,2243.7,10558.3
2026-04-08 05:25:00+00:00,2243.7,2243.99,2242.21,2243.17,4104.618
2026-04-08 05:30:00+00:00,2243.16,2243.51,2240.87,2241.06,8954.207
2026-04-08 05:35:00+00:00,2241.06,2241.06,2238.27,2239.14,6578.764
2026-04-08 05:40:00+00:00,2239.13,2241.94,2238.82,2239.41,8479.681
2026-04-08 05:45:00+00:00,2239.41,2239.9,2237.18,2239.9,7554.592
2026-04-08 05:50:00+00:00,2239.91,2244.02,2239.89,2241.48,11231.247
2026-04-08 05:55:00+00:00,2241.47,2241.48,2239.0,2239.73,5810.669
2026-04-08 06:00:00+00:00,2239.73,2240.0,2234.13,2235.98,15023.131
2026-04-08 06:05:00+00:00,2235.98,2238.15,2235.49,2236.33,4499.656
2026-04-08 06:10:00+00:00,2236.32,2241.2,2236.19,2240.45,9349.982
2026-04-08 06:15:00+00:00,2240.46,2247.0,2239.3,2246.17,14440.771
2026-04-08 06:20:00+00:00,2246.17,2252.69,2245.69,2249.8,51429.0
2026-04-08 06:25:00+00:00,2249.81,2253.15,2247.46,2249.67,24049.454
2026-04-08 06:30:00+00:00,2249.66,2249.93,2246.47,2247.58,10991.93
2026-04-08 06:35:00+00:00,2247.59,2249.95,2246.45,2247.66,10385.75
2026-04-08 06:40:00+00:00,2247.66,2249.0,2247.05,2248.0,5927.603
2026-04-08 06:45:00+00:00,2248.0,2249.5,2245.21,2246.55,11563.943
2026-04-08 06:50:00+00:00,2246.55,2248.47,2244.37,2245.49,7654.549
2026-04-08 06:55:00+00:00,2245.49,2245.49,2243.83,2244.71,8141.672
2026-04-08 07:00:00+00:00,2244.7,2245.72,2243.28,2243.79,9060.806
2026-04-08 07:05:00+00:00,2243.79,2248.32,2243.79,2248.06,7869.334
2026-04-08 07:10:00+00:00,2248.06,2250.49,2245.91,2249.48,7753.92
2026-04-08 07:15:00+00:00,2249.49,2250.28,2247.66,2250.28,6797.364
2026-04-08 07:20:00+00:00,2250.27,2259.53,2250.16,2256.28,48078.535
2026-04-08 07:25:00+00:00,2256.27,2259.72,2253.52,2255.34,38008.723
2026-04-08 07:30:00+00:00,2255.33,2255.34,2246.73,2246.78,18657.716
2026-04-08 07:35:00+00:00,2246.79,2249.17,2246.08,2248.5,10625.821
2026-04-08 07:40:00+00:00,2248.5,2250.94,2247.86,2249.79,8506.848
2026-04-08 07:45:00+00:00,2249.79,2250.72,2248.34,2249.82,6131.107
2026-04-08 07:50:00+00:00,2249.82,2252.0,2249.49,2251.78,6078.942
2026-04-08 07:55:00+00:00,2251.78,2252.85,2250.1,2252.75,7212.346
2026-04-08 08:00:00+00:00,2252.74,2256.52,2252.4,2255.62,17897.219
2026-04-08 08:05:00+00:00,2255.63,2258.44,2253.84,2254.49,13231.609
2026-04-08 08:10:00+00:00,2254.48,2254.6,2250.81,2252.64,7211.209
2026-04-08 08:15:00+00:00,2252.65,2258.0,2251.73,2257.21,11329.946
2026-04-08 08:20:00+00:00,2257.21,2257.75,2254.5,2255.22,7705.759
2026-04-08 08:25:00+00:00,2255.21,2256.41,2252.74,2255.02,5878.828
2026-04-08 08:30:00+00:00,2255.02,2258.0,2253.71,2257.4,6221.309
2026-04-08 08:35:00+00:00,2257.39,2257.79,2250.5,2253.5,16188.3
2026-04-08 08:40:00+00:00,2253.49,2254.56,2249.0,2251.82,10909.263
2026-04-08 08:45:00+00:00,2251.81,2256.5,2251.16,2255.01,6318.466
2026-04-08 08:50:00+00:00,2255.0,2256.5,2251.99,2253.06,7809.698
2026-04-08 08:55:00+00:00,2253.06,2256.97,2252.83,2255.36,9766.593
2026-04-08 09:00:00+00:00,2255.37,2257.83,2255.36,2257.83,8762.161
2026-04-08 09:05:00+00:00,2257.83,2262.75,2256.68,2257.44,31920.146
2026-04-08 09:10:00+00:00,2257.44,2260.29,2256.52,2256.54,8618.543
2026-04-08 09:15:00+00:00,2256.53,2257.98,2254.0,2257.7,9811.253
2026-04-08 09:20:00+00:00,2257.71,2257.71,2254.33,2254.85,6987.742
2026-04-08 09:25:00+00:00,2254.86,2255.19,2249.42,2249.42,19232.806
2026-04-08 09:30:00+00:00,2249.43,2252.2,2249.37,2251.18,10768.151
2026-04-08 09:35:00+00:00,2251.18,2251.71,2248.77,2250.0,12260.369
2026-04-08 09:40:00+00:00,2250.0,2250.0,2245.38,2245.56,15913.6
2026-04-08 09:45:00+00:00,2245.56,2249.36,2245.23,2247.8,13369.254
2026-04-08 09:50:00+00:00,2247.79,2249.99,2247.12,2248.74,6951.014
2026-04-08 09:55:00+00:00,2248.74,2250.1,2247.78,2248.64,4410.483
2026-04-08 10:00:00+00:00,2248.64,2252.64,2248.24,2248.24,6513.355
2026-04-08 10:05:00+00:00,2248.23,2252.89,2246.16,2249.71,8992.354
2026-04-08 10:10:00+00:00,2249.71,2249.71,2245.32,2247.14,8410.774
2026-04-08 10:15:00+00:00,2247.14,2248.55,2245.65,2248.35,6165.621
2026-04-08 10:20:00+00:00,2248.35,2250.42,2247.07,2249.0,3716.129
2026-04-08 10:25:00+00:00,2248.99,2250.88,2248.43,2248.99,3716.801
2026-04-08 10:30:00+00:00,2248.98,2249.47,2240.59,2243.45,22670.852
2026-04-08 10:35:00+00:00,2243.45,2245.11,2241.56,2244.21,10169.842
2026-04-08 10:40:00+00:00,2244.21,2244.95,2242.69,2244.02,6750.965
2026-04-08 10:45:00+00:00,2244.02,2245.9,2243.38,2245.76,5838.168
2026-04-08 10:50:00+00:00,2245.75,2247.5,2245.29,2246.26,4154.418
2026-04-08 10:55:00+00:00,2246.26,2246.27,2241.0,2241.69,10651.186
2026-04-08 11:00:00+00:00,2241.69,2243.91,2240.02,2243.18,14883.951
2026-04-08 11:05:00+00:00,2243.18,2245.06,2242.67,2244.43,6098.744
2026-04-08 11:10:00+00:00,2244.43,2248.54,2244.42,2247.24,7898.174
2026-04-08 11:15:00+00:00,2247.24,2249.18,2246.81,2247.71,7544.933
2026-04-08 11:20:00+00:00,2247.7,2248.34,2243.78,2248.34,6729.112
2026-04-08 11:25:00+00:00,2248.33,2254.11,2248.33,2252.9,32857.443
2026-04-08 11:30:00+00:00,2252.9,2252.9,2249.39,2252.0,8408.847
2026-04-08 11:35:00+00:00,2251.99,2252.0,2235.83,2239.24,46819.949
2026-04-08 11:40:00+00:00,2239.25,2241.65,2239.24,2240.43,11250.406
